id,district,name,address,gov_url,facilities,photo_path,status
504,黃大仙,南蓮園池,黃大仙鑽石山鳳德道60號,,公園,/facilities/pi-basketball.png,Active
505,黃大仙,牛池灣公園,黃大仙牛池灣豐盛街71號,,"公園, 長者健身園地,射箭場, 籃球場",/facilities/pi-basketball.png,Active
506,黃大仙,蒲崗村道 / 崇華街休憩處,蒲崗村道 / 崇華街交界,,狗公園/寵物公園,/facilities/pi-basketball.png,Active
507,黃大仙,崇齡街遊樂場,黃大仙新蒲崗崇齡街,,"兒童遊樂場,長者健體園地",/facilities/pi-basketball.png,Active
508,黃大仙,馬仔坑遊樂場,黃大仙馬仔坑道30號,,健身站,/facilities/pi-basketball.png,Active
509,黃大仙,牛池灣公園,黃大仙牛池灣豐盛街71號,,健身站,/facilities/pi-basketball.png,Active
510,黃大仙,蒲崗村道公園,鑽石山蒲崗村道140號,,健身站,/facilities/pi-basketball.png,Active
511,黃大仙,慈雲山邨配水庫遊樂場,慈雲山樂華街,,健身站,/facilities/pi-basketball.png,Active
531,葵青,中葵涌公園,葵涌新葵街,,"公園, 長者健身園地, 硬地球場, 籃球場, 排球場, 緩跑徑/健身徑",/facilities/pi-basketball.png,Active
535,葵青,石蔭梨木道公園,新界葵涌梨木道,https://www.map.gov.hk/gm/gmid/JlAMLvnFuh?lg=tc ,"共融遊樂設施,長者健身園地, 緩跑徑/健身徑",/facilities/pi-basketball.png,Active
536,葵青,葵涌新區公園,新界葵涌大窩口道,https://www.map.gov.hk/gm/gmid/nnqxRWjebW?lg=tc ,"共融遊樂設施,長者健身園地, 露天劇場,門球場,戶外乒乓球檯",/facilities/pi-basketball.png,Active
501,黃大仙,金鳳街休憩處,黃大仙，金鳳街,,"寵物共享公園,長者健身園地",/facilities/md-pets.jpeg,Active
502,黃大仙,景福街休憩處,黃大仙，景福街,,"寵物共享公園,長者健身園地",/facilities/md-pets.jpeg,Active
532,葵青,長輝路海濱花園,青衣長輝路,,寵物共享公園,/facilities/md-pets.jpeg,Active
533,葵青,賽馬會葵盛圍休憩處,葵涌葵盛圍,,寵物共享公園,/facilities/md-pets.jpeg,Active
